Static-120,Static-60,Static-30,Harbinger
647.4850612722939,1166.00830573292,2270.069927963233,647.4850612722939
15.246647398111271,29.64664739811127,57.929858634606404,15.246647398111271
185.7196290609267,396.91962906092675,819.3196290609268,185.7196290609267
529.0731913286912,1091.5863407756958,2217.6429154991984,529.0731913286912
12.04139184202007,13.348556809478977,22.002139293208426,12.04139184202007
8.487954474724738,15.821287808058072,28.277810554408713,8.487954474724738
284.2009536295514,601.0009536295515,1199.4009536295516,284.2009536295514
109.6455908839514,161.3500058388832,324.5500058388832,109.6455908839514
1549.0574292292179,3191.2599666671626,6519.259966667163,1549.0574292292179
573.3901820680431,1102.0627628824554,2228.462762882456,573.3901820680431
29.513373474191553,31.062508755448714,52.23707639607729,29.513373474191553
354.6699808441763,706.6699808441763,1444.5155741290305,354.6699808441763
231.38451049822572,442.5845104982257,900.1845104982258,231.38451049822572
27.17987680194812,52.94892488341652,108.14892488341651,27.17987680194812
620.376438141011,1129.1036247392838,2228.26721803842,620.376438141011
154.8941248750098,330.8941248750098,637.5881885256508,154.8941248750098
34.10980120229128,51.525063670707006,104.32506367070701,34.10980120229128
369.30939062594507,747.3913892514634,1517.2323885642227,369.30939062594507
4.1471205257940476,6.813787192460714,12.813787192460714,4.1471205257940476
73.13135329553162,136.5980199621983,243.60610365952525,73.13135329553162
52.590182091238745,97.92351542457207,183.03885753393288,52.590182091238745
10.10916836924447,15.540815222352547,31.540815222352546,10.10916836924447
1940.267265959387,3664.943017672594,7369.947560195865,1940.267265959387
16.06623200927236,14.678957051946297,26.678957051946295,14.678957051946297
1702.8430626174204,3134.133624858621,6137.778905979221,1702.8430626174204
9.033213612117388,17.699880278784054,35.033213612117386,9.033213612117388
36.449076396394936,81.78240972972827,163.38240972972827,36.449076396394936
554.7993703035639,1102.3619497979676,2185.7432395451697,554.7993703035639
74.455557800002,137.92222446666864,241.44837343214328,74.455557800002
63.20496269498851,117.60496269498852,226.4049626949885,63.20496269498851
9.302304127933963,9.122497491235812,14.699260839553403,9.122497491235812
563.2970440363554,1058.21021476271,2149.41021476271,563.2970440363554
386.7397428844391,648.3449438410466,1219.1475443193503,386.7397428844391
96.44308872228773,187.1097553889544,346.91347997614673,96.44308872228773
93.61790201488219,168.2168990759226,336.9830642731095,93.61790201488219
251.35423506453455,497.75423506453456,990.5542350645346,251.35423506453455
7.092211136326571,12.52422143806703,24.240226588937258,7.092211136326571
294.26106755842125,510.10659744393536,1022.8293623866924,294.26106755842125
11.788287660902128,23.121620994235464,44.07852438056039,11.788287660902128
156.30087674093664,332.30087674093664,675.5991910966994,156.30087674093664
113.23262875437257,231.09929542103924,457.7659620877059,113.23262875437257
216.50742210361437,369.62901002696026,710.1898039886332,216.50742210361437
1796.3679094559857,3382.861614657235,6672.108467257859,1796.3679094559857
7.617609042563872,11.617609042563872,17.66678164201877,7.617609042563872
100.19482312191151,208.9948231219115,417.5281564552448,100.19482312191151
129.68090150832901,256.6142348416624,519.5475681749956,129.68090150832901
8.275175221439707,16.94184188810637,34.2751752214397,8.275175221439707
11.32136775730108,19.988034423967743,33.85028848228911,11.32136775730108
20.68019903845967,37.480199038459666,73.48019903845966,20.68019903845967
9.067126142176502,14.35902408078516,28.35902408078516,9.067126142176502
470.95622469890367,804.416822292633,1551.9471210894978,470.95622469890367
13.527945432522795,13.988758727418595,25.322092060751928,13.527945432522795
8.953964106401896,16.24123156963913,32.241231569639126,8.953964106401896
423.65060569403994,787.8140744576856,1585.8958088395084,423.65060569403994
4.46434167583521,5.8417317958422865,11.17506512917562,4.46434167583521
108.95799407659615,217.75799407659613,444.4246607432628,108.95799407659615
7.57096432183337,14.237630988500035,27.52525760182784,7.57096432183337
140.68998829114906,232.07526550281807,450.03457077531925,140.68998829114906
116.52030076934892,225.32030076934893,438.9933550175209,116.52030076934892
1590.5684148594855,2866.9332753878557,5723.7823723187075,1590.5684148594855
1467.1902862704756,2783.1638775388983,5695.163877538898,1467.1902862704756
1018.0051109649395,1988.6717776316061,3899.3336372310728,1018.0051109649395
12.583450066308611,8.357763558445942,14.357763558445942,8.357763558445942
2177.752329716255,4166.506806840918,8326.506806840918,2177.752329716255
1295.7371426037728,2682.4038092704395,5317.070475937106,1295.7371426037728
